timestamp,cash,portfolio_value,total_pnl,run_id
2025-08-15 08:58:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 08:59:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:00:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:01:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:02:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:03:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:04:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:05:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:06:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:07:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:08:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:09:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:10:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:11:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:12:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:13:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:14:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:15:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:16:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:17:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:18:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:19:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:20:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:21:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:22:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:23:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:24:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:25:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:26:00+00:00,100000.0,100000.0,0.0,4ce96b23
2025-08-15 09:27:00+00:00,100000.0,100000.0,0.0,4ce96b23
